# Every number of the main text of manuscript/draft_v2.md (title to Materials and methods, the six figure captions and the three table captions and bodies, the Data and code availability statement, and the Supporting-information captions), one row per occurrence, in reading order. category: data (checked against the named file at the named line, at the printed precision), design (a fixed setting of the analysis, located in the named file), literature (a value of a cited work, located in the literature table), bound (a stated bound, checked to hold against the file's value), derived (computed from quoted values; the derivation is given), label (a name, index, date or formula constant, not a quantity). Round 17 (the revision of 25 September 2026).
section,paragraph,occurrence,number,category,source_file,locator,note,check,context
Results / 1. The sixteen atoms in closed form,"Table 1, body",7,9,data,notes/review_results/partB/family_atoms_tables.md,line 11; the line holds 9; anchor: @L10-26|| rtx |,"family_atoms_tables.md, ts_gsr W = 60 table",ok,0.0014 (9) | | ytr | +0.0258 | +0.0027 | +0.0231 | −0.0012 (9) | −0.0003 (10) | −0.0008 (8) | | ytx |
Results / 1. The sixteen atoms in closed form,"Table 1, body",2,−0.0003,data,notes/review_results/partB/family_atoms_tables.md,line 11; the line holds -0.0003; anchor: @L10-26|| rtx |,"family_atoms_tables.md, ts_gsr W = 60 table",ok,4 (9) | | ytr | +0.0258 | +0.0027 | +0.0231 | −0.0012 (9) | −0.0003 (10) | −0.0008 (8) | | ytx | −0.0258 | 
Results / 1. The sixteen atoms in closed form,"Table 1, body",6,10,data,notes/review_results/partB/family_atoms_tables.md,line 11; the line holds 10; anchor: @L10-26|| rtx |,"family_atoms_tables.md, ts_gsr W = 60 table",ok, ytr | +0.0258 | +0.0027 | +0.0231 | −0.0012 (9) | −0.0003 (10) | −0.0008 (8) | | ytx | −0.0258 | −0.0
Results / 1. The sixteen atoms in closed form,"Table 1, body",2,−0.0008,data,notes/review_results/partB/family_atoms_tables.md,line 18; the line holds -0.0008; anchor: @L10-26|| ytr |,"family_atoms_tables.md, ts_gsr W = 60 table",ok, +0.0258 | +0.0027 | +0.0231 | −0.0012 (9) | −0.0003 (10) | −0.0008 (8) | | ytx | −0.0258 | −0.0027 | −0.02
Results / 1. The sixteen atoms in closed form,"Table 1, body",2,8,data,notes/review_results/partB/family_atoms_tables.md,line 18; the line holds 8; anchor: @L10-26|| ytr |,"family_atoms_tables.md, ts_gsr W = 60 table",ok,| +0.0027 | +0.0231 | −0.0012 (9) | −0.0003 (10) | −0.0008 (8) | | ytx | −0.0258 | −0.0027 | −0.0230 
Results / 1. The sixteen atoms in closed form,"Table 1, body",1,−0.0258,data,notes/review_results/partB/family_atoms_tables.md,line 19; the line holds -0.0258; anchor: @L10-26|| ytx |,"family_atoms_tables.md, ts_gsr W = 60 table",ok,0.0231 | −0.0012 (9) | −0.0003 (10) | −0.0008 (8) | | ytx | −0.0258 | −0.0027 | −0.0230 | +0.0012 (5) | +0.
Results / 1. The sixteen atoms in closed form,"Table 1, body",1,−0.0027,data,notes/review_results/partB/family_atoms_tables.md,line 19; the line holds -0.0027; anchor: @L10-26|| ytx |,"family_atoms_tables.md, ts_gsr W = 60 table",ok,0.0012 (9) | −0.0003 (10) | −0.0008 (8) | | ytx | −0.0258 | −0.0027 | −0.0230 | +0.0012 (5) | +0.0003 (4) |
Results / 1. The sixteen atoms in closed form,"Table 1, body",2,−0.0230,data,notes/review_results/partB/family_atoms_tables.md,line 19; the line holds -0.0230; anchor: @L10-26|| ytx |,"family_atoms_tables.md, ts_gsr W = 60 table",ok, | −0.0003 (10) | −0.0008 (8) | | ytx | −0.0258 | −0.0027 | −0.0230 | +0.0012 (5) | +0.0003 (4) | +0.0008 (
Results / 1. The sixteen atoms in closed form,"Table 1, body",3,+0.0012,data,notes/review_results/partB/family_atoms_tables.md,line 19; the line holds +0.0012; anchor: @L10-26|| ytx |,"family_atoms_tables.md, ts_gsr W = 60 table",ok, (10) | −0.0008 (8) | | ytx | −0.0258 | −0.0027 | −0.0230 | +0.0012 (5) | +0.0003 (4) | +0.0008 (6) | | yty
Results / 1. The sixteen atoms in closed form,"Table 1, body",4,5,data,notes/review_results/partB/family_atoms_tables.md,line 19; the line holds 5; anchor: @L10-26|| ytx |,"family_atoms_tables.md, ts_gsr W = 60 table",ok,0.0008 (8) | | ytx | −0.0258 | −0.0027 | −0.0230 | +0.0012 (5) | +0.0003 (4) | +0.0008 (6) | | yty | 
Results / 1. The sixteen atoms in closed form,"Table 1, body",1,+0.0003,data,notes/review_results/partB/family_atoms_tables.md,line 19; the line holds +0.0003; anchor: @L10-26|| ytx |,"family_atoms_tables.md, ts_gsr W = 60 table",ok,8 (8) | | ytx | −0.0258 | −0.0027 | −0.0230 | +0.0012 (5) | +0.0003 (4) | +0.0008 (6) | | yty | +0.6125 | +
Results / 1. The sixteen atoms in closed form,"Table 1, body",4,4,data,notes/review_results/partB/family_atoms_tables.md,line 19; the line holds 4; anchor: @L10-26|| ytx |,"family_atoms_tables.md, ts_gsr W = 60 table",ok, ytx | −0.0258 | −0.0027 | −0.0230 | +0.0012 (5) | +0.0003 (4) | +0.0008 (6) | | yty | +0.6125 | +0.6
Results / 1. The sixteen atoms in closed form,"Table 1, body",3,+0.0008,data,notes/review_results/partB/family_atoms_tables.md,line 19; the line holds +0.0008; anchor: @L10-26|| ytx |,"family_atoms_tables.md, ts_gsr W = 60 table",ok,| −0.0258 | −0.0027 | −0.0230 | +0.0012 (5) | +0.0003 (4) | +0.0008 (6) | | yty | +0.6125 | +0.6470 | −0.03
Results / 1. The sixteen atoms in closed form,"Table 1, body",1,6,data,notes/review_results/partB/family_atoms_tables.md,line 19; the line holds 6; anchor: @L10-26|| ytx |,"family_atoms_tables.md, ts_gsr W = 60 table",ok, | −0.0027 | −0.0230 | +0.0012 (5) | +0.0003 (4) | +0.0008 (6) | | yty | +0.6125 | +0.6470 | −0.0345 
Results / 1. The sixteen atoms in closed form,"Table 1, body",1,+0.6125,data,notes/review_results/partB/family_atoms_tables.md,line 20; the line holds +0.6125; anchor: @L10-26|| yty |,"family_atoms_tables.md, ts_gsr W = 60 table",ok,−0.0230 | +0.0012 (5) | +0.0003 (4) | +0.0008 (6) | | yty | +0.6125 | +0.6470 | −0.0345 | −0.0396 (13) | −0
Results / 1. The sixteen atoms in closed form,"Table 1, body",1,+0.6470,data,notes/review_results/partB/family_atoms_tables.md,line 20; the line holds +0.6470; anchor: @L10-26|| yty |,"family_atoms_tables.md, ts_gsr W = 60 table",ok,+0.0012 (5) | +0.0003 (4) | +0.0008 (6) | | yty | +0.6125 | +0.6470 | −0.0345 | −0.0396 (13) | −0.0408 (12)
Results / 1. The sixteen atoms in closed form,"Table 1, body",2,−0.0345,data,notes/review_results/partB/family_atoms_tables.md,line 20; the line holds -0.0345; anchor: @L10-26|| yty |,"family_atoms_tables.md, ts_gsr W = 60 table",ok,) | +0.0003 (4) | +0.0008 (6) | | yty | +0.6125 | +0.6470 | −0.0345 | −0.0396 (13) | −0.0408 (12) | +0.0012
Results / 1. The sixteen atoms in closed form,"Table 1, body",1,−0.0396,data,notes/review_results/partB/family_atoms_tables.md,line 20; the line holds -0.0396; anchor: @L10-26|| yty |,"family_atoms_tables.md, ts_gsr W = 60 table",ok,3 (4) | +0.0008 (6) | | yty | +0.6125 | +0.6470 | −0.0345 | −0.0396 (13) | −0.0408 (12) | +0.0012 (5) | | y
Results / 1. The sixteen atoms in closed form,"Table 1, body",2,13,data,notes/review_results/partB/family_atoms_tables.md,line 20; the line holds 13; anchor: @L10-26|| yty |,"family_atoms_tables.md, ts_gsr W = 60 table",ok,0.0008 (6) | | yty | +0.6125 | +0.6470 | −0.0345 | −0.0396 (13) | −0.0408 (12) | +0.0012 (5) | | yts |
Results / 1. The sixteen atoms in closed form,"Table 1, body",1,−0.0408,data,notes/review_results/partB/family_atoms_tables.md,line 20; the line holds -0.0408; anchor: @L10-26|| yty |,"family_atoms_tables.md, ts_gsr W = 60 table",ok, (6) | | yty | +0.6125 | +0.6470 | −0.0345 | −0.0396 (13) | −0.0408 (12) | +0.0012 (5) | | yts | −0.5358 | 
Results / 1. The sixteen atoms in closed form,"Table 1, body",4,12,data,notes/review_results/partB/family_atoms_tables.md,line 20; the line holds 12; anchor: @L10-26|| yty |,"family_atoms_tables.md, ts_gsr W = 60 table",ok,yty | +0.6125 | +0.6470 | −0.0345 | −0.0396 (13) | −0.0408 (12) | +0.0012 (5) | | yts | −0.5358 | −0.5
Results / 1. The sixteen atoms in closed form,"Table 1, body",4,+0.0012,data,notes/review_results/partB/family_atoms_tables.md,line 20; the line holds +0.0012; anchor: @L10-26|| yty |,"family_atoms_tables.md, ts_gsr W = 60 table",ok,+0.6125 | +0.6470 | −0.0345 | −0.0396 (13) | −0.0408 (12) | +0.0012 (5) | | yts | −0.5358 | −0.5747 | +0.03
Results / 1. The sixteen atoms in closed form,"Table 1, body",5,5,data,notes/review_results/partB/family_atoms_tables.md,line 20; the line holds 5; anchor: @L10-26|| yty |,"family_atoms_tables.md, ts_gsr W = 60 table",ok, +0.6470 | −0.0345 | −0.0396 (13) | −0.0408 (12) | +0.0012 (5) | | yts | −0.5358 | −0.5747 | +0.0389 
Results / 1. The sixteen atoms in closed form,"Table 1, body",1,−0.5358,data,notes/review_results/partB/family_atoms_tables.md,line 21; the line holds -0.5358; anchor: @L10-26|| yts |,"family_atoms_tables.md, ts_gsr W = 60 table",ok,.0345 | −0.0396 (13) | −0.0408 (12) | +0.0012 (5) | | yts | −0.5358 | −0.5747 | +0.0389 | +0.0404 (2) | +0.
Results / 1. The sixteen atoms in closed form,"Table 1, body",2,−0.5747,data,notes/review_results/partB/family_atoms_tables.md,line 21; the line holds -0.5747; anchor: @L10-26|| yts |,"family_atoms_tables.md, ts_gsr W = 60 table",ok,.0396 (13) | −0.0408 (12) | +0.0012 (5) | | yts | −0.5358 | −0.5747 | +0.0389 | +0.0404 (2) | +0.0414 (2) |
Results / 1. The sixteen atoms in closed form,"Table 1, body",1,+0.0389,data,notes/review_results/partB/family_atoms_tables.md,line 21; the line holds +0.0389; anchor: @L10-26|| yts |,"family_atoms_tables.md, ts_gsr W = 60 table",ok, | −0.0408 (12) | +0.0012 (5) | | yts | −0.5358 | −0.5747 | +0.0389 | +0.0404 (2) | +0.0414 (2) | −0.0010 (
Results / 1. The sixteen atoms in closed form,"Table 1, body",1,+0.0404,data,notes/review_results/partB/family_atoms_tables.md,line 21; the line holds +0.0404; anchor: @L10-26|| yts |,"family_atoms_tables.md, ts_gsr W = 60 table",ok, (12) | +0.0012 (5) | | yts | −0.5358 | −0.5747 | +0.0389 | +0.0404 (2) | +0.0414 (2) | −0.0010 (9) | | str
Results / 1. The sixteen atoms in closed form,"Table 1, body",3,2,data,notes/review_results/partB/family_atoms_tables.md,line 21; the line holds 2; anchor: @L10-26|| yts |,"family_atoms_tables.md, ts_gsr W = 60 table",ok,0.0012 (5) | | yts | −0.5358 | −0.5747 | +0.0389 | +0.0404 (2) | +0.0414 (2) | −0.0010 (9) | | str | 
Results / 1. The sixteen atoms in closed form,"Table 1, body",1,+0.0414,data,notes/review_results/partB/family_atoms_tables.md,line 21; the line holds +0.0414; anchor: @L10-26|| yts |,"family_atoms_tables.md, ts_gsr W = 60 table",ok,2 (5) | | yts | −0.5358 | −0.5747 | +0.0389 | +0.0404 (2) | +0.0414 (2) | −0.0010 (9) | | str | +0.5667 | +
Results / 1. The sixteen atoms in closed form,"Table 1, body",4,2,data,notes/review_results/partB/family_atoms_tables.md,line 21; the line holds 2; anchor: @L10-26|| yts |,"family_atoms_tables.md, ts_gsr W = 60 table",ok, yts | −0.5358 | −0.5747 | +0.0389 | +0.0404 (2) | +0.0414 (2) | −0.0010 (9) | | str | +0.5667 | +0.5
Results / 1. The sixteen atoms in closed form,"Table 1, body",1,−0.0010,data,notes/review_results/partB/family_atoms_tables.md,line 21; the line holds -0.0010; anchor: @L10-26|| yts |,"family_atoms_tables.md, ts_gsr W = 60 table",ok,| −0.5358 | −0.5747 | +0.0389 | +0.0404 (2) | +0.0414 (2) | −0.0010 (9) | | str | +0.5667 | +0.5750 | −0.00
Results / 1. The sixteen atoms in closed form,"Table 1, body",8,9,data,notes/review_results/partB/family_atoms_tables.md,line 21; the line holds 9; anchor: @L10-26|| yts |,"family_atoms_tables.md, ts_gsr W = 60 table",ok, | −0.5747 | +0.0389 | +0.0404 (2) | +0.0414 (2) | −0.0010 (9) | | str | +0.5667 | +0.5750 | −0.0082 
Results / 1. The sixteen atoms in closed form,"Table 1, body",1,+0.5667,data,notes/review_results/partB/family_atoms_tables.md,line 22; the line holds +0.5667; anchor: @L10-26|| str |,"family_atoms_tables.md, ts_gsr W = 60 table",ok,+0.0389 | +0.0404 (2) | +0.0414 (2) | −0.0010 (9) | | str | +0.5667 | +0.5750 | −0.0082 | −0.0408 (12) | −0
Results / 1. The sixteen atoms in closed form,"Table 1, body",1,+0.5750,data,notes/review_results/partB/family_atoms_tables.md,line 22; the line holds +0.5750; anchor: @L10-26|| str |,"family_atoms_tables.md, ts_gsr W = 60 table",ok,+0.0404 (2) | +0.0414 (2) | −0.0010 (9) | | str | +0.5667 | +0.5750 | −0.0082 | −0.0408 (12) | −0.0414 (12)
Results / 1. The sixteen atoms in closed form,"Table 1, body",1,−0.0082,data,notes/review_results/partB/family_atoms_tables.md,line 22; the line holds -0.0082; anchor: @L10-26|| str |,"family_atoms_tables.md, ts_gsr W = 60 table",ok,) | +0.0414 (2) | −0.0010 (9) | | str | +0.5667 | +0.5750 | −0.0082 | −0.0408 (12) | −0.0414 (12) | +0.0006
Results / 1. The sixteen atoms in closed form,"Table 1, body",2,−0.0408,data,notes/review_results/partB/family_atoms_tables.md,line 22; the line holds -0.0408; anchor: @L10-26|| str |,"family_atoms_tables.md, ts_gsr W = 60 table",ok,4 (2) | −0.0010 (9) | | str | +0.5667 | +0.5750 | −0.0082 | −0.0408 (12) | −0.0414 (12) | +0.0006 (5) | | s
Results / 1. The sixteen atoms in closed form,"Table 1, body",5,12,data,notes/review_results/partB/family_atoms_tables.md,line 22; the line holds 12; anchor: @L10-26|| str |,"family_atoms_tables.md, ts_gsr W = 60 table",ok,0.0010 (9) | | str | +0.5667 | +0.5750 | −0.0082 | −0.0408 (12) | −0.0414 (12) | +0.0006 (5) | | stx |
Results / 1. The sixteen atoms in closed form,"Table 1, body",2,−0.0414,data,notes/review_results/partB/family_atoms_tables.md,line 22; the line holds -0.0414; anchor: @L10-26|| str |,"family_atoms_tables.md, ts_gsr W = 60 table",ok, (9) | | str | +0.5667 | +0.5750 | −0.0082 | −0.0408 (12) | −0.0414 (12) | +0.0006 (5) | | stx | −0.5350 | 
Results / 1. The sixteen atoms in closed form,"Table 1, body",6,12,data,notes/review_results/partB/family_atoms_tables.md,line 22; the line holds 12; anchor: @L10-26|| str |,"family_atoms_tables.md, ts_gsr W = 60 table",ok,str | +0.5667 | +0.5750 | −0.0082 | −0.0408 (12) | −0.0414 (12) | +0.0006 (5) | | stx | −0.5350 | −0.5
Results / 1. The sixteen atoms in closed form,"Table 1, body",1,+0.0006,data,notes/review_results/partB/family_atoms_tables.md,line 22; the line holds +0.0006; anchor: @L10-26|| str |,"family_atoms_tables.md, ts_gsr W = 60 table",ok,+0.5667 | +0.5750 | −0.0082 | −0.0408 (12) | −0.0414 (12) | +0.0006 (5) | | stx | −0.5350 | −0.5750 | +0.04
Results / 1. The sixteen atoms in closed form,"Table 1, body",6,5,data,notes/review_results/partB/family_atoms_tables.md,line 22; the line holds 5; anchor: @L10-26|| str |,"family_atoms_tables.md, ts_gsr W = 60 table",ok, +0.5750 | −0.0082 | −0.0408 (12) | −0.0414 (12) | +0.0006 (5) | | stx | −0.5350 | −0.5750 | +0.0400 
Results / 1. The sixteen atoms in closed form,"Table 1, body",1,−0.5350,data,notes/review_results/partB/family_atoms_tables.md,line 23; the line holds -0.5350; anchor: @L10-26|| stx |,"family_atoms_tables.md, ts_gsr W = 60 table",ok,.0082 | −0.0408 (12) | −0.0414 (12) | +0.0006 (5) | | stx | −0.5350 | −0.5750 | +0.0400 | +0.0401 (2) | +0.
Results / 1. The sixteen atoms in closed form,"Table 1, body",1,−0.5750,data,notes/review_results/partB/family_atoms_tables.md,line 23; the line holds -0.5750; anchor: @L10-26|| stx |,"family_atoms_tables.md, ts_gsr W = 60 table",ok,.0408 (12) | −0.0414 (12) | +0.0006 (5) | | stx | −0.5350 | −0.5750 | +0.0400 | +0.0401 (2) | +0.0414 (2) |
Results / 1. The sixteen atoms in closed form,"Table 1, body",1,+0.0400,data,notes/review_results/partB/family_atoms_tables.md,line 23; the line holds +0.0400; anchor: @L10-26|| stx |,"family_atoms_tables.md, ts_gsr W = 60 table",ok, | −0.0414 (12) | +0.0006 (5) | | stx | −0.5350 | −0.5750 | +0.0400 | +0.0401 (2) | +0.0414 (2) | −0.0013 (
Results / 1. The sixteen atoms in closed form,"Table 1, body",1,+0.0401,data,notes/review_results/partB/family_atoms_tables.md,line 23; the line holds +0.0401; anchor: @L10-26|| stx |,"family_atoms_tables.md, ts_gsr W = 60 table",ok, (12) | +0.0006 (5) | | stx | −0.5350 | −0.5750 | +0.0400 | +0.0401 (2) | +0.0414 (2) | −0.0013 (9) | | sty
Results / 1. The sixteen atoms in closed form,"Table 1, body",5,2,data,notes/review_results/partB/family_atoms_tables.md,line 23; the line holds 2; anchor: @L10-26|| stx |,"family_atoms_tables.md, ts_gsr W = 60 table",ok,0.0006 (5) | | stx | −0.5350 | −0.5750 | +0.0400 | +0.0401 (2) | +0.0414 (2) | −0.0013 (9) | | sty | 
Results / 1. The sixteen atoms in closed form,"Table 1, body",2,+0.0414,data,notes/review_results/partB/family_atoms_tables.md,line 23; the line holds +0.0414; anchor: @L10-26|| stx |,"family_atoms_tables.md, ts_gsr W = 60 table",ok,6 (5) | | stx | −0.5350 | −0.5750 | +0.0400 | +0.0401 (2) | +0.0414 (2) | −0.0013 (9) | | sty | −0.5357 | −
Results / 1. The sixteen atoms in closed form,"Table 1, body",6,2,data,notes/review_results/partB/family_atoms_tables.md,line 23; the line holds 2; anchor: @L10-26|| stx |,"family_atoms_tables.md, ts_gsr W = 60 table",ok, stx | −0.5350 | −0.5750 | +0.0400 | +0.0401 (2) | +0.0414 (2) | −0.0013 (9) | | sty | −0.5357 | −0.5
Results / 1. The sixteen atoms in closed form,"Table 1, body",1,−0.0013,data,notes/review_results/partB/family_atoms_tables.md,line 23; the line holds -0.0013; anchor: @L10-26|| stx |,"family_atoms_tables.md, ts_gsr W = 60 table",ok,| −0.5350 | −0.5750 | +0.0400 | +0.0401 (2) | +0.0414 (2) | −0.0013 (9) | | sty | −0.5357 | −0.5750 | +0.03
Results / 1. The sixteen atoms in closed form,"Table 1, body",9,9,data,notes/review_results/partB/family_atoms_tables.md,line 23; the line holds 9; anchor: @L10-26|| stx |,"family_atoms_tables.md, ts_gsr W = 60 table",ok, | −0.5750 | +0.0400 | +0.0401 (2) | +0.0414 (2) | −0.0013 (9) | | sty | −0.5357 | −0.5750 | +0.0392 
Results / 1. The sixteen atoms in closed form,"Table 1, body",1,−0.5357,data,notes/review_results/partB/family_atoms_tables.md,line 24; the line holds -0.5357; anchor: @L10-26|| sty |,"family_atoms_tables.md, ts_gsr W = 60 table",ok,+0.0400 | +0.0401 (2) | +0.0414 (2) | −0.0013 (9) | | sty | −0.5357 | −0.5750 | +0.0392 | +0.0403 (2) | +0.
Results / 1. The sixteen atoms in closed form,"Table 1, body",2,−0.5750,data,notes/review_results/partB/family_atoms_tables.md,line 24; the line holds -0.5750; anchor: @L10-26|| sty |,"family_atoms_tables.md, ts_gsr W = 60 table",ok,+0.0401 (2) | +0.0414 (2) | −0.0013 (9) | | sty | −0.5357 | −0.5750 | +0.0392 | +0.0403 (2) | +0.0414 (2) |
Results / 1. The sixteen atoms in closed form,"Table 1, body",1,+0.0392,data,notes/review_results/partB/family_atoms_tables.md,line 24; the line holds +0.0392; anchor: @L10-26|| sty |,"family_atoms_tables.md, ts_gsr W = 60 table",ok,) | +0.0414 (2) | −0.0013 (9) | | sty | −0.5357 | −0.5750 | +0.0392 | +0.0403 (2) | +0.0414 (2) | −0.0011 (
Results / 1. The sixteen atoms in closed form,"Table 1, body",1,+0.0403,data,notes/review_results/partB/family_atoms_tables.md,line 24; the line holds +0.0403; anchor: @L10-26|| sty |,"family_atoms_tables.md, ts_gsr W = 60 table",ok,4 (2) | −0.0013 (9) | | sty | −0.5357 | −0.5750 | +0.0392 | +0.0403 (2) | +0.0414 (2) | −0.0011 (9) | | sts
Results / 1. The sixteen atoms in closed form,"Table 1, body",7,2,data,notes/review_results/partB/family_atoms_tables.md,line 24; the line holds 2; anchor: @L10-26|| sty |,"family_atoms_tables.md, ts_gsr W = 60 table",ok,0.0013 (9) | | sty | −0.5357 | −0.5750 | +0.0392 | +0.0403 (2) | +0.0414 (2) | −0.0011 (9) | | sts | 
Results / 1. The sixteen atoms in closed form,"Table 1, body",3,+0.0414,data,notes/review_results/partB/family_atoms_tables.md,line 24; the line holds +0.0414; anchor: @L10-26|| sty |,"family_atoms_tables.md, ts_gsr W = 60 table",ok,3 (9) | | sty | −0.5357 | −0.5750 | +0.0392 | +0.0403 (2) | +0.0414 (2) | −0.0011 (9) | | sts | +1.1554 | +
Results / 1. The sixteen atoms in closed form,"Table 1, body",8,2,data,notes/review_results/partB/family_atoms_tables.md,line 24; the line holds 2; anchor: @L10-26|| sty |,"family_atoms_tables.md, ts_gsr W = 60 table",ok, sty | −0.5357 | −0.5750 | +0.0392 | +0.0403 (2) | +0.0414 (2) | −0.0011 (9) | | sts | +1.1554 | +1.2
Results / 1. The sixteen atoms in closed form,"Table 1, body",3,−0.0011,data,notes/review_results/partB/family_atoms_tables.md,line 24; the line holds -0.0011; anchor: @L10-26|| sty |,"family_atoms_tables.md, ts_gsr W = 60 table",ok,| −0.5357 | −0.5750 | +0.0392 | +0.0403 (2) | +0.0414 (2) | −0.0011 (9) | | sts | +1.1554 | +1.2084 | −0.05
